tipo,imagem,x1,y1,x2,y2,conf
FN,img-364_jpg.rf.b202d4946f6a4047dbae998020ff83a0.jpg,144,195,282,299,
FN,img-36_jpg.rf.d525e75d78b1d37d3623e604a6329dbc.jpg,268,338,416,500,
FN,img-370_jpg.rf.2e09faa7a3f83897944f5d5b96bb758a.jpg,168,216,337,285,
FN,img-371_jpg.rf.e2124570db257e9d366bfb908a2510a2.jpg,366,60,443,130,
FN,img-390_jpg.rf.58e978f02159606d73fa34bba8cefaea.jpg,62,31,243,322,
FN,img-394_jpg.rf.690d4285c6a1075320cd70c58f12b2a9.jpg,0,156,138,234,
FN,img-394_jpg.rf.690d4285c6a1075320cd70c58f12b2a9.jpg,162,1,426,122,
FN,img-397_jpg.rf.115fb7fd16925d33d191edbdde0c974d.jpg,338,252,397,272,
FN,img-397_jpg.rf.115fb7fd16925d33d191edbdde0c974d.jpg,185,146,317,190,
FN,img-397_jpg.rf.115fb7fd16925d33d191edbdde0c974d.jpg,346,249,387,272,
FN,img-397_jpg.rf.115fb7fd16925d33d191edbdde0c974d.jpg,174,146,319,194,
FN,img-397_jpg.rf.115fb7fd16925d33d191edbdde0c974d.jpg,106,120,227,152,
FN,img-415_jpg.rf.27fc2c20c0318a4ddb1eb011013f0b2e.jpg,160,140,255,183,
FN,img-42_jpg.rf.b1fe341475b25c7d82717868768b246d.jpg,47,266,385,373,
FN,img-42_jpg.rf.b1fe341475b25c7d82717868768b246d.jpg,374,390,501,477,
FN,img-430_jpg.rf.25cc9ed89c97848f900c47eb5951c65b.jpg,127,50,169,57,
FN,img-434_jpg.rf.6682d09df91af6e1dfa7d62b8e026aa1.jpg,184,160,406,269,
FN,img-43_jpg.rf.54fe3ca9db29d4113d95d62beaa03973.jpg,164,476,319,719,
FN,img-43_jpg.rf.54fe3ca9db29d4113d95d62beaa03973.jpg,276,126,537,255,
FN,img-440_jpg.rf.57aa3b9277cbf04a9c53bb930fcf3288.jpg,101,46,515,293,
FN,img-449_jpg.rf.dbd513db4076d0483cde648004072b72.jpg,93,137,524,299,
FN,img-44_jpg.rf.6d1d8c5abe298d269bb2366100dac2bc.jpg,289,259,431,338,
FN,img-452_jpg.rf.059d2c0c9bf7733f995b45e6b48bce4f.jpg,65,104,436,298,
FN,img-461_jpg.rf.18e65876f95b9394f01acbf2e9714e9c.jpg,196,230,277,284,
FN,img-463_jpg.rf.8eedf44c48b2ba8079f903e66d3ae89e.jpg,95,181,365,283,
FN,img-472_jpg.rf.367cd46cc97312ce33fb810389e7ee9d.jpg,53,145,376,269,
FN,img-477_jpg.rf.d3420238f5e70dd273c1de7c5948ee71.jpg,136,132,271,200,
FN,img-477_jpg.rf.d3420238f5e70dd273c1de7c5948ee71.jpg,165,34,243,56,
FN,img-477_jpg.rf.d3420238f5e70dd273c1de7c5948ee71.jpg,267,222,380,299,
FN,img-47_jpg.rf.4626fce92ccf63c208f30eadcb92ebd5.jpg,234,250,455,377,
FN,img-486_jpg.rf.8aebacf0c57d14dca19e291080e9f5bd.jpg,163,152,279,178,
FN,img-486_jpg.rf.8aebacf0c57d14dca19e291080e9f5bd.jpg,13,148,102,175,
FN,img-486_jpg.rf.8aebacf0c57d14dca19e291080e9f5bd.jpg,190,196,282,247,
FN,img-486_jpg.rf.8aebacf0c57d14dca19e291080e9f5bd.jpg,110,113,162,122,
FN,img-486_jpg.rf.8aebacf0c57d14dca19e291080e9f5bd.jpg,109,113,161,125,
FN,img-520_jpg.rf.4c8d087113140ad5b1e34f0ac25f6152.jpg,192,183,448,249,
FN,img-525_jpg.rf.0b40b645512816af83b58d55c87877d8.jpg,46,260,90,288,
FN,img-525_jpg.rf.0b40b645512816af83b58d55c87877d8.jpg,95,267,160,298,
FN,img-525_jpg.rf.0b40b645512816af83b58d55c87877d8.jpg,76,167,242,212,
FN,img-525_jpg.rf.0b40b645512816af83b58d55c87877d8.jpg,243,90,331,107,
FN,img-525_jpg.rf.0b40b645512816af83b58d55c87877d8.jpg,45,265,91,292,
FN,img-525_jpg.rf.0b40b645512816af83b58d55c87877d8.jpg,100,270,159,298,
FN,img-525_jpg.rf.0b40b645512816af83b58d55c87877d8.jpg,343,120,374,131,
FN,img-525_jpg.rf.0b40b645512816af83b58d55c87877d8.jpg,341,118,375,125,
FN,img-576_jpg.rf.2bac43a6b4e08ff18a398019338a5c3b.jpg,197,110,271,130,
FN,img-576_jpg.rf.2bac43a6b4e08ff18a398019338a5c3b.jpg,11,143,380,259,
FN,img-588_jpg.rf.f59943f2b39c4e73102fc02aca1671a7.jpg,243,144,425,198,
FN,img-590_jpg.rf.ae938a07582dd529dcc2938e39e7724d.jpg,105,158,474,297,
FN,img-621_jpg.rf.41356c9b1e39f7a99a8672cf72301768.jpg,12,50,105,114,
FN,img-621_jpg.rf.41356c9b1e39f7a99a8672cf72301768.jpg,0,27,47,37,
FN,img-621_jpg.rf.41356c9b1e39f7a99a8672cf72301768.jpg,149,49,211,66,
FN,img-621_jpg.rf.41356c9b1e39f7a99a8672cf72301768.jpg,224,70,283,85,
FN,img-621_jpg.rf.41356c9b1e39f7a99a8672cf72301768.jpg,3,168,34,220,
FN,img-621_jpg.rf.41356c9b1e39f7a99a8672cf72301768.jpg,3,163,41,219,
FN,img-621_jpg.rf.41356c9b1e39f7a99a8672cf72301768.jpg,203,148,245,179,
FN,img-621_jpg.rf.41356c9b1e39f7a99a8672cf72301768.jpg,63,219,285,300,
FN,img-621_jpg.rf.41356c9b1e39f7a99a8672cf72301768.jpg,59,212,295,297,
FN,img-631_jpg.rf.8840502032d8bb388d31bda605070df0.jpg,1,109,451,296,
FN,img-631_jpg.rf.8840502032d8bb388d31bda605070df0.jpg,178,183,450,298,
FN,img-631_jpg.rf.8840502032d8bb388d31bda605070df0.jpg,367,26,451,83,
FN,img-634_jpg.rf.452e6df45b3db668e312ef012dc054ef.jpg,210,153,237,158,
FN,img-634_jpg.rf.452e6df45b3db668e312ef012dc054ef.jpg,204,124,216,127,
FN,img-634_jpg.rf.452e6df45b3db668e312ef012dc054ef.jpg,215,103,227,106,
FN,img-634_jpg.rf.452e6df45b3db668e312ef012dc054ef.jpg,246,111,275,139,
FN,img-634_jpg.rf.452e6df45b3db668e312ef012dc054ef.jpg,255,58,272,70,
FN,img-634_jpg.rf.452e6df45b3db668e312ef012dc054ef.jpg,290,78,309,97,
FN,img-634_jpg.rf.452e6df45b3db668e312ef012dc054ef.jpg,325,170,342,204,
FN,img-634_jpg.rf.452e6df45b3db668e312ef012dc054ef.jpg,336,215,367,256,
FN,img-65_jpg.rf.9f5361af2148fe652c2d6548e1e04336.jpg,243,364,481,496,
FN,img-68_jpg.rf.56cad330f79ddc085bde3772fca267d0.jpg,281,160,367,189,
FN,img-68_jpg.rf.56cad330f79ddc085bde3772fca267d0.jpg,345,264,554,401,
FN,img-72_jpg.rf.886637180ab2bbb35c5f4592e88bee23.jpg,270,286,488,431,
FN,img-98_jpg.rf.247a4d96df6c8c1b33a4d29847a033f0.jpg,234,248,470,421,
FN,img-98_jpg.rf.247a4d96df6c8c1b33a4d29847a033f0.jpg,656,344,719,419,
FN,pothole-107-_jpg.rf.4c6ce19cc35fb96fee26faf75705786f.jpg,618,469,631,475,
FN,pothole-107-_jpg.rf.4c6ce19cc35fb96fee26faf75705786f.jpg,586,613,650,662,
FN,pothole-107-_jpg.rf.4c6ce19cc35fb96fee26faf75705786f.jpg,595,554,644,573,
FN,pothole-107-_jpg.rf.4c6ce19cc35fb96fee26faf75705786f.jpg,542,482,570,494,
FN,pothole-107-_jpg.rf.4c6ce19cc35fb96fee26faf75705786f.jpg,613,468,645,513,
FN,pothole-11-_jpg.rf.c7fc049077d5b44a1430c7aaba4fd17b.jpg,573,598,709,730,
FN,pothole-129-_jpg.rf.98d2b5d9fddeb42783288eb00af37501.jpg,621,460,639,476,
FN,pothole-129-_jpg.rf.98d2b5d9fddeb42783288eb00af37501.jpg,626,446,636,455,
FN,pothole-129-_jpg.rf.98d2b5d9fddeb42783288eb00af37501.jpg,602,447,610,449,
FN,pothole-129-_jpg.rf.98d2b5d9fddeb42783288eb00af37501.jpg,613,592,672,649,
FN,pothole-129-_jpg.rf.98d2b5d9fddeb42783288eb00af37501.jpg,264,637,403,708,
FN,pothole-166-_jpg.rf.311e778642ebda6e505bc856d8633a3a.jpg,592,538,696,657,
FN,pothole-166-_jpg.rf.311e778642ebda6e505bc856d8633a3a.jpg,628,452,642,456,
FN,pothole-166-_jpg.rf.311e778642ebda6e505bc856d8633a3a.jpg,593,532,695,657,
FN,pothole-166-_jpg.rf.311e778642ebda6e505bc856d8633a3a.jpg,630,453,642,457,
FN,pothole-166-_jpg.rf.311e778642ebda6e505bc856d8633a3a.jpg,635,507,660,515,
FN,pothole-168-_jpg.rf.c1e82ccb60b60e4030f9e7a22a3469d5.jpg,690,481,710,488,
FN,pothole-168-_jpg.rf.c1e82ccb60b60e4030f9e7a22a3469d5.jpg,694,488,726,506,
FN,pothole-168-_jpg.rf.c1e82ccb60b60e4030f9e7a22a3469d5.jpg,690,479,711,488,
FN,pothole-192-_jpg.rf.6d660d4ba086ef1270bccbad18d7f9e8.jpg,824,598,909,635,
FN,pothole-192-_jpg.rf.6d660d4ba086ef1270bccbad18d7f9e8.jpg,780,562,846,590,
FN,pothole-205-_jpg.rf.ce5f0f4599f6ec4f85ad80324360f9c0.jpg,631,471,644,477,
FN,pothole-205-_jpg.rf.ce5f0f4599f6ec4f85ad80324360f9c0.jpg,378,687,464,759,
FN,pothole-205-_jpg.rf.ce5f0f4599f6ec4f85ad80324360f9c0.jpg,372,658,434,682,
FN,pothole-215-_jpg.rf.e0d3e857f2d981047204cfdc33344943.jpg,256,539,349,570,
FN,pothole-52-_jpg.rf.35656b152da9863d24f197e047e973ae.jpg,353,599,435,655,
FN,pothole-52-_jpg.rf.35656b152da9863d24f197e047e973ae.jpg,761,567,818,593,
FN,pothole-52-_jpg.rf.35656b152da9863d24f197e047e973ae.jpg,703,520,723,526,
FN,pothole-52-_jpg.rf.35656b152da9863d24f197e047e973ae.jpg,574,463,589,466,
FN,pothole-52-_jpg.rf.35656b152da9863d24f197e047e973ae.jpg,722,535,738,545,
FN,pothole-52-_jpg.rf.35656b152da9863d24f197e047e973ae.jpg,704,519,721,526,
FN,pothole-52-_jpg.rf.35656b152da9863d24f197e047e973ae.jpg,573,463,587,466,
FN,pothole-59-_jpg.rf.52ee6ba530e653f1f2074e5a87cba1c3.jpg,564,609,620,643,
FN,pothole-61-_jpg.rf.07781e454bcfb40b2b5994653dd06d24.jpg,351,573,413,596,
FN,pothole-67-_jpg.rf.62608b2fe49fbd4481a760c143c22279.jpg,760,553,824,584,
FN,pothole-67-_jpg.rf.62608b2fe49fbd4481a760c143c22279.jpg,814,589,892,643,
FN,pothole-67-_jpg.rf.62608b2fe49fbd4481a760c143c22279.jpg,767,553,826,586,
FN,pothole-80-_jpg.rf.a24bac1eb2f6c8b39cb6e8f7d1546e62.jpg,287,722,351,755,
FN,pothole-91-_jpg.rf.6d919282a2416f723f9422c761a424d3.jpg,636,661,698,712,
FN,pothole-91-_jpg.rf.6d919282a2416f723f9422c761a424d3.jpg,848,645,886,657,
FN,pothole-91-_jpg.rf.6d919282a2416f723f9422c761a424d3.jpg,582,610,667,659,
FN,pothole-91-_jpg.rf.6d919282a2416f723f9422c761a424d3.jpg,615,582,641,589,
FN,pothole-91-_jpg.rf.6d919282a2416f723f9422c761a424d3.jpg,761,570,801,581,
FN,pothole-91-_jpg.rf.6d919282a2416f723f9422c761a424d3.jpg,847,647,888,657,
FN,pothole-91-_jpg.rf.6d919282a2416f723f9422c761a424d3.jpg,665,464,679,474,
FN,pothole-92-_jpg.rf.4faca11da5ee67529e5d2f55850ffab6.jpg,822,632,905,679,
FN,pothole-92-_jpg.rf.4faca11da5ee67529e5d2f55850ffab6.jpg,778,583,838,614,
FN,vlcsnap-2020-04-08-13h31m52s382_jpg.rf.15787c482a0ce097e18b849c03142c3e.jpg,846,833,1080,917,
FN,vlcsnap-2020-04-08-13h32m25s685_jpg.rf.6f308c73d76fb28e6caea79651fbe789.jpg,949,844,1169,907,
FN,vlcsnap-2020-04-08-13h51m44s434_jpg.rf.14b29a0d217147acf520f936b7d995e6.jpg,603,510,637,516,
FN,vlcsnap-2020-04-08-16h46m49s157_jpg.rf.584951ad66ffb895722c3ca6c8f56f1b.jpg,540,552,570,557,
FN,vlcsnap-2020-04-08-22h53m20s748_jpg.rf.deb927b7f5bfae61422582cb2f3eae64.jpg,295,677,435,701,
FN,vlcsnap-2020-04-08-23h23m59s090_jpg.rf.3a1cc7ed69f7dd07d77443fbb18439e2.jpg,580,707,807,744,
FN,vlcsnap-2020-04-08-23h23m59s090_jpg.rf.3a1cc7ed69f7dd07d77443fbb18439e2.jpg,170,574,273,584,
FN,vlcsnap-2020-04-12-00h34m34s118_jpg.rf.c935a314fe2f1cd34088337049d23760.jpg,972,797,1226,886,
FN,vlcsnap-2020-04-12-00h34m34s118_jpg.rf.c935a314fe2f1cd34088337049d23760.jpg,798,571,857,592,
FN,vlcsnap-2020-04-12-00h34m34s118_jpg.rf.c935a314fe2f1cd34088337049d23760.jpg,828,634,914,646,
FN,vlcsnap-2020-04-12-00h51m55s649_jpg.rf.67e7deee6d3752b35e863ef1a6e13e4e.jpg,98,626,174,641,
FN,vlcsnap-2020-04-12-01h20m54s364_jpg.rf.84ef14d8822d3f5054d87226961129e3.jpg,895,562,959,587,
FN,vlcsnap-2020-04-12-01h20m54s364_jpg.rf.84ef14d8822d3f5054d87226961129e3.jpg,1063,771,1226,823,
FN,vlcsnap-2020-04-12-01h20m54s364_jpg.rf.84ef14d8822d3f5054d87226961129e3.jpg,1060,761,1216,827,
FN,vlcsnap-2020-04-12-01h20m54s364_jpg.rf.84ef14d8822d3f5054d87226961129e3.jpg,903,566,955,584,
FN,vlcsnap-2020-04-12-01h37m20s596_jpg.rf.d98e09b871eb7dc4db5f1a44fedf058f.jpg,584,552,621,564,
FN,vlcsnap-2020-04-12-01h37m20s596_jpg.rf.d98e09b871eb7dc4db5f1a44fedf058f.jpg,671,593,716,609,
FN,vlcsnap-2020-04-12-01h43m14s350_jpg.rf.71616277ab94d46faf534df66ee78040.jpg,693,629,745,637,
FN,vlcsnap-2020-04-12-02h28m10s130_jpg.rf.b416e4997cee180d7e2e7b78a96d2726.jpg,560,604,585,611,
FN,vlcsnap-2020-04-12-02h28m10s130_jpg.rf.b416e4997cee180d7e2e7b78a96d2726.jpg,556,593,578,600,
FN,vlcsnap-2020-04-12-02h28m10s130_jpg.rf.b416e4997cee180d7e2e7b78a96d2726.jpg,750,606,781,615,
FN,vlcsnap-2020-04-12-15h57m39s359_jpg.rf.d799d2bcf534e4b8e0c4d536cb72a97e.jpg,1,660,101,683,
FN,vlcsnap-2020-04-12-15h57m39s359_jpg.rf.d799d2bcf534e4b8e0c4d536cb72a97e.jpg,1071,792,1226,849,
FN,vlcsnap-2020-04-12-15h57m39s359_jpg.rf.d799d2bcf534e4b8e0c4d536cb72a97e.jpg,0,660,99,684,
FN,vlcsnap-2020-04-12-15h57m39s359_jpg.rf.d799d2bcf534e4b8e0c4d536cb72a97e.jpg,1081,786,1227,848,
FN,vlcsnap-2020-04-12-16h05m47s405_jpg.rf.1f57b422c2a1627a01026a59f9669716.jpg,930,626,995,637,
FN,vlcsnap-2020-04-12-17h09m16s722_jpg.rf.78fd82f146250993f3e72e902d9d8101.jpg,521,473,590,484,
FN,vlcsnap-2020-04-12-17h09m34s078_jpg.rf.d95b7d1bb80b6d6e7c763fbb6ffca0c7.jpg,487,588,671,628,
